protocol_name,knesset_number,protocol_type,speaker_name,sentence_text
15_ptv_490916.docx,15,committee,בנימין אלון,"לא , צריך גם צריך . כשיש סיעה שאינה מיוצגת בעבודת הכנסת , זה פגם בחוק . יישאר הסידור הזה , אני אכבד אתכם . שנית – ויתקן את דבריי היועץ המשפטי אם אני טועה בעניין זה - ודאי שלא יכול להיות ממלא מקום לסיעה שאין לה חבר בוועדה , כי אז הוא גם לא יוכל להצביע . החוק הופל , ואני לא רואה טעם לבצע שוב את התהליך הזה , ואז החוק יופל שוב ויהיה תלוי בחסדים , באינטריגות ובקשרים מפלגתיים שהם לא החוק ."
15_ptv_490916.docx,15,committee,גדעון עזרא,"אני בריון ? אתה יכול להביא אותי לכל מקום . איזה מין ביטויים אלה ? הוא צריך להתנצל . מה זה "" שבכ""ניק כזה "" ?"
15_ptv_490916.docx,15,committee,גדעון עזרא,למה לא לדבר ? אני לא אצא כל עוד לא תתנצל . אתה עשית יותר ממני איפה ? בדיוק כמוך . אתה בריון .
15_ptv_490916.docx,15,committee,גדעון עזרא,"אתה יודע מה ? מה זה "" חמור "" ? אתה בעל הבית פה ? על מה ? תסלח לי , הוא לא יכול לפתוח את הפה שלו כל פעם ."
15_ptv_490916.docx,15,committee,גדעון עזרא,איפה עשית יותר ממני ? מי אתה ? הוא הוציא כלל לגבי דרכי התבטאות בכנסת . נאמן למי אתה ? הוא יתנצל .
15_ptv_490916.docx,15,committee,גדעון עזרא,"רק לפי התקנון . שבכ""ניק זה לא דבר מגונה . ואם אין אף אחד שישמור על כבודי , אני אשמור על כבודי לבדי . מה אתה אומר ? הוא בחר אותי ?"
15_ptv_490916.docx,15,committee,גדעון עזרא,"הוא יגיד לי "" חמור "" ואני אלך ? אתה תתנצל . הוא הוציא הנחיה שלא מדברים דברים כאלה . אני שואל , היועץ המשפטי , הוא צריך לחזור מדבריו או לא ? אתה תראה את הפרוטוקול ."
15_ptv_490916.docx,15,committee,גדעון עזרא,"פעם אחת התנצלת , תתנצל פעם נוספת . אתה תתנצל . קודם כל שאלה . אתה תתנצל ואחר כך אני אלך . תסלח לי , אתה לא יודע מה אמרת ."
15_ptv_490916.docx,15,committee,גדעון עזרא,"הוא יתנצל . אני לא אצא החוצה . מה לא מכובד ? אתה תתנצל על הדברים ואחר כך אני אלך . אני שואל אותך , מותר לו ?"
15_ptv_490916.docx,15,committee,גדעון עזרא,"אתה בעל בית על מה ? הכל כתוב בפרוטוקול , הכל כתוב . הוא יגיד לי "" שב""כניק שכמוך "" ואני אלך ? אני נגעתי בך ? מי אתה ?"
15_ptv_490916.docx,15,committee,גדעון עזרא,"מה זה "" חוצפן "" ? כתוב בפרוטוקול מה שהוא אמר . לא אצא כל עוד לא תתנצל . אין דבר כזה , אין דבר כזה . הוא מדבר על השבויים שלנו ."
15_ptv_490916.docx,15,committee,גדעון עזרא,"שב""כניק זה לא כינוי גנאי . הכל כתוב בפרוטוקול , כל הכינויים שלך . אתה מעיר הערות אישיות . איך אתה לא מתבייש להשתמש בשב""כ כארגון מגונה ? לכל מקום אתה יכול להביא אותי ."
15_ptv_490916.docx,15,committee,גדעון עזרא,"תסלח לי , אם אתה יושב ראש , אתה צריך לשמור על פיך יותר מכל אחד אחר . הרי נעדרי צה""ל מעניינים את הסבתא שלך . אני לא מכבד אדם שלא מכבד אותי . - -  את הפרוטוקול . שב""כניק זה לא כינוי גנאי ."
15_ptv_490916.docx,15,committee,גדעון עזרא,אני חבר כנסת בדיוק כמוך . מי הוא ? אתה וברכה כל הזמן הולכים ביחד . אתה תתנצל על הדברים שלך . נאמן למי ?
15_ptv_490916.docx,15,committee,דני נוה,"גם לא ביקשתי שתביעו עמדה לגופה של ההצעה . אם ניצמד להגדרות האלה , כל שבוע צריך לעשות ועדה מסדרת חדשה . לא טיעון . אני לא רוצה להיכנס עכשיו לכל ההיבטים . אני מבקש בעצם להרחיב את סמכויות שיקול הדעת של שר הביטחון בעניין הזה ."
15_ptv_490916.docx,15,committee,דני נוה,"ההצעה שלי באה לתת לשר הביטחון סמכות להחזיק במעצר אנשים שיש לו יסוד סביר להניח כי החזקתם כאן יכולה לסייע לפדיון שבויים . אני גם מוכן שהיא תידון בעוד שלושה שבועות . היום ההיבט היחיד שנבחן בבית המשפט הוא שאלת הסכנה לביטחון המדינה הנשקפת משחרורם האפשרי של דיראני ועובייד . אם יהיו לממשלה הערות כאלה ואחרות לתוכן החוק , אני לא הולך בכוח נגד הממשלה , אלא לטובת עניין שאני מאמין שגם ראש הממשלה רוצה בו . אינני רוצה להיכנס כרגע לדיון על תוכנה של ההצעה , אינני חושב שזה המקום , אבל בקשתי לפטור מחובת הנחה נובעת מהסיבה הפשוטה שבית המשפט המחוזי בתל אביב מקיים עכשיו דיון בהמשך מעצרם המינהלי של דיראני ועובייד והוא עתיד לתת את החלטתו ב- 12 ביולי , ואם נלך לפי חובת ההנחה של 45 יום , עוד יגידו אחר כך שעשינו חוק עוקף בית משפט ."
15_ptv_490916.docx,15,committee,דני נוה,"שתבוא לפני זו שלי . מה שאני מבקש זה למצוא תיקון בחוק שבסופו של דבר רק יסייע לראש הממשלה ושר הביטחון בעמדתו כפי שהיא גם מוצגת היום בבית המשפט , אלא שהיום זה מוגבל לגדר שיקול , שכפי שאני מאמין , הוא גם יותר צר מהשיקול שראש הממשלה היה רוצה שיהיה בידו . הגשתי את הצעת החוק . רק הערה למידע . מנציגת משרד המשפטים , הגברת קלעי , אני מבין שהממשלה עדיין לא עיינה בהצעת החוק שלי , ולכן הציע פה חבר הכנסת פינס , לפני תחילת הישיבה , שיוסכם שהצעת החוק שלי תעלה לדיון בעוד שבועיים , ולא בשבוע הבא ."
15_ptv_490916.docx,15,committee,זבולון אורלב,"הוא עוקף כנסת . מה פירוש ? הממשלה ישבה ודנה . דבר ראשון , אני רוצה לומר שיש גם הצעת חוק שלי בדיוק באותו עניין , ומה שיחול על הצעת החוק של חבר הכנסת דני נוה , שאני תומך בה , יחול גם על הצעת החוק שלי . מבחינתם כבר הסתיימו 45 ימים , ויש דעה מגובשת וכלו כל הדיונים ."
15_ptv_490916.docx,15,committee,זבולון אורלב,"רבותיי , בית המשפט אמר שיש לקונה בחוק , ועכשיו דנים בעניין דומה של שני אנשים אחרים . לא באים סתם לבקש . ולצרף את הצעתו של חבר הכנסת אורלב . אני לא יודע מי דיבר בשם נציג הממשלה , לא הייתי פה , אבל קודם כול כל העיתונים התייחסו לזה , ואני גם יודע את זה מידיעה אישית . הרי ראש הממשלה עצמו , לאחר פסק הבג""ץ , נתן הוראה , וטובי המשפטנים יושבים ושוקדים עכשיו על הצעת חוק מעל ומעבר ל- 45 ימים ."
15_ptv_490916.docx,15,committee,זבולון אורלב,זה דבר ראשון . אנחנו לא מפתיעים פה את הממשלה . אני מתכוון לעמוד על כך שיימצא פתרון שגם הצעת החוק שלי תוגש במקביל . איננו מפתיעים בעניין זה את טובי המשפטנים של הממשלה . לכן הטיעון הזה הוא לא טיעון במקומו .
15_ptv_490916.docx,15,committee,זהבה גלאון,"נכון . אני , למשל , נגד . בכל הכבוד להצעה , אני גם מתנגדת לדחיית העלאת הצעת החוק לעוד שלושה שבועות . זו מציאות שנמצאת בהליך משפטי . אני חושבת שאין טעם להגיש הצעות חוק לגופם של אנשים כשהנושא נמצא בהליך משפטי ."
15_ptv_490916.docx,15,committee,זהבה גלאון,"אני רוצה להתייחס לפרוצדורה . ג . בקשת חבר הכנסת דני נוה להקדמת הדיון בהצעת חוק סמכויות שעת חירום ( מעצרים ) ( תיקון – פדיון שבויים ) , התש""ס - 2000 , לפני הקריאה הטרומית אין שום סיבה לבקש פטור מחובת הנחה . אתה רוצה לעקוף את בית המשפט ? על מה אתה מדבר ?"
15_ptv_490916.docx,15,committee,זהבה גלאון,"עוד לא דנו על זה בממשלה . כן , לפני כשבועיים וחצי . אדוני היושב ראש , אפשר לשאול שאלה קצרה ? גם לי יש שבע הצעות מאוד מאוד חשובות שאני רוצה לפטור אותן מחובת הנחה . למה אתה אומר שזה אנטי דמוקרטי ?"
15_ptv_490916.docx,15,committee,זהבה גלאון,"אני רוצה להעיר שתי הערות . תודה . הצעת החוק הזאת תעלה כמו כל הצעה אחרת . לגוף ההצעה , למהותה , אני לא אתייחס , כי אני מתנגדת לה ואין טעם שאני אעלה פה את הנימוקים . אז מה ?"
15_ptv_490916.docx,15,committee,יהודית נאות,"תסגור את הישיבה . גדעון , די . סאלח , סאלח , די . אני מצביעה במקום אליעזר זנדברג . מה פירוש "" אם ועדת הפנים לא תטפל "" ?"
15_ptv_490916.docx,15,committee,יהודית נאות,"גדעון , שב בשקט , די , די . לפי התקנון . בוא ננעל בצורה מסודרת . מה הצביעות הזאת ? למה לא עשיתם חוק כשהייתם בממשלה ?"
